ER30001,ER30002,CP_FLAG,CDS97KID,CDS02KID,CDS07KID,TA05KID,TA05_RESP,TA05_PSID,TA07KID,TA07_RESP,TA07_PSID,TA09KID,TA09_RESP,TA09_PSID,TA11KID,TA11_RESP,TA11_PSID,PCGID_97,PCGPN_97,PCG97_REL,OCGID_97,OCGPN_97,OCG97_REL,PCGID_02,PCGPN_02,PCG02_REL,OCGID_02,OCGPN_02,OCG02_REL,PCGID_07,PCGPN_07,PCG07_REL,OCGID_07,OCGPN_07,OCG07_REL
6545,39,1,1,1,,,,,1,3,5505,,,,1,3,4925,6545,5,1,6545,176,2,6545,5,1,6545,176,2,,,,,,
6545,40,1,1,1,1,,,,,,,1,1,6541,,,,6545,7,1,6545,177,2,6545,7,1,6545,177,2,6545,7,1,6545,177,2
6545,41,1,1,1,1,,,,,,,,,,1,3,4925,6545,5,1,6545,176,2,6545,5,1,6545,176,2,6545,5,1,6545,176,2
6545,178,1,1,1,,1,3,3610,1,3,3634,1,3,1558,1,1,4913,6545,6,1,,,,6545,6,1,,,,,,,,,
6545,180,1,1,1,,,,,,,,,,,,,,6545,179,1,6545,33,2,6545,179,1,,,,,,,,,
6546,34,1,1,1,,,,,1,3,7170,1,3,8514,1,3,8330,6546,9,1,6546,178,2,6546,9,1,,,,,,,,,
6546,36,1,1,1,1,,,,,,,,,,1,3,6321,6546,182,1,6546,5,2,6546,182,1,6546,5,2,6546,182,1,6546,5,2
6546,37,1,1,1,,,,,,,,,,,,,,6546,9,1,6546,178,2,6546,9,1,,,,,,,,,
6547,32,1,1,1,1,,,,,,,,,,,,,6547,171,1,6547,6,2,6547,171,1,6547,6,2,6547,171,1,6547,6,2
6547,172,0,1,1,,,,,,,,,,,,,,6547,171,,6547,6,,6547,171,,6547,6,,,,,,,
6549,30,1,1,1,,1,3,7221,1,3,6210,1,3,4596,1,2,7889,6549,4,1,,,,6549,4,1,6549,173,,,,,,,
6549,31,1,1,1,,1,3,7221,1,3,6210,1,3,4596,1,1,7863,6549,4,1,,,,6549,4,1,6549,173,,,,,,,
6553,30,1,1,1,1,,,,,,,,,,,,,6553,4,1,6553,172,2,6553,4,1,6553,172,2,6553,4,1,6553,172,2
6553,31,1,1,,,,,,,,,,,,,,,6553,173,1,,,,,,,,,,,,,,,
6553,32,1,1,,,,,,,,,,,,,,,6553,173,1,,,,,,,,,,,,,,,
6553,171,1,1,1,,1,3,6422,1,3,7615,1,3,3924,1,3,5815,6553,4,,6553,172,,6553,4,,6553,172,,,,,,,
6557,31,1,1,,,1,3,5690,1,1,5803,1,1,7226,,,,6557,172,,6557,1,2,,,,,,,,,,,,
6560,33,1,1,1,,1,3,7547,,,,1,3,7937,,,,6560,3,1,6560,180,2,6560,3,1,,,,,,,,,
6560,181,1,1,1,1,,,,,,,1,3,2485,1,1,6136,6560,170,3,6560,6,4,6560,170,3,,,,6560,170,3,,,
6571,38,1,1,1,1,,,,,,,,,,,,,6571,176,1,6571,31,2,6571,176,1,,,,6571,176,1,,,
6571,177,1,1,1,1,,,,,,,,,,,,,6571,176,1,6571,31,2,6571,176,1,,,,6571,176,1,,,
6575,31,1,1,1,,,,,,,,,,,1,1,8304,6575,171,1,6575,3,2,6575,171,1,,,,,,,,,
6575,32,1,1,1,,,,,1,1,7842,1,1,8259,1,1,6658,6575,171,1,6575,3,2,6575,171,1,,,,,,,,,
6577,38,1,1,1,,1,1,7345,1,1,7189,1,1,518,1,1,197,6577,7,1,6577,174,2,6577,7,1,6577,174,2,,,,,,
6577,39,1,1,,1,,,,,,,,,,,,,6577,35,1,,,,,,,,,,6577,35,1,,,
6577,40,1,1,1,,,,,,,,,,,,,,6577,183,,,,,6577,183,,6577,4,4,,,,,,
6577,41,1,1,1,1,,,,,,,,,,1,3,1142,6577,185,1,6577,9,2,6577,185,1,6577,9,2,6577,185,1,6577,9,2
6583,44,1,1,,,,,,1,3,4054,1,1,7079,1,1,5229,6583,9,1,6583,198,,,,,,,,,,,,,
6583,45,1,1,1,,1,3,6226,1,3,5894,1,1,6974,,,,6583,8,1,6583,177,2,6583,8,1,6583,177,2,,,,,,
6583,46,1,1,1,,,,,1,3,5322,1,1,8695,1,2,5577,6583,6,1,6583,203,,6583,6,1,,,,,,,,,
6583,47,1,1,1,,,,,,,,,,,,,,6583,36,1,,,,6583,36,1,6583,205,,,,,,,
6583,48,1,1,1,1,,,,,,,,,,,,,6583,199,1,6583,7,2,6583,199,1,6583,7,2,6583,199,1,6583,7,2
6583,49,1,1,1,1,,,,,,,,,,,,,6583,30,1,6583,204,2,6583,30,1,,,,6583,30,1,6583,204,2
6583,50,1,1,1,,,,,,,,,,,,,,6583,37,1,6583,170,3,6583,37,1,,,,,,,,,
6583,51,1,1,1,,,,,,,,,,,,,,6583,36,1,,,,6583,36,1,6583,205,,,,,,,
6583,52,1,1,1,1,,,,,,,,,,,,,6583,30,1,6583,204,2,6583,30,1,,,,6583,30,1,6583,204,2
6583,200,1,1,1,1,,,,,,,1,3,6735,1,3,6914,6583,199,1,6583,7,2,6583,199,1,6583,7,2,6583,199,1,6583,7,2
6588,40,1,1,1,1,,,,,,,1,3,6313,1,3,6132,6588,3,1,6588,35,,6588,3,1,,,,6588,3,1,,,
6588,41,1,1,1,1,,,,,,,,,,,,,6588,36,1,6588,171,3,6588,36,1,,,,6588,36,1,,,
6588,42,1,1,1,,,,,,,,,,,,,,6588,35,1,6588,3,3,6588,35,1,6588,177,,,,,,,
6589,34,1,1,1,,1,3,3125,1,1,8055,1,1,8524,,,,6589,6,1,6589,180,,6589,6,1,,,,,,,,,
6589,35,1,1,1,,1,3,2994,1,3,4956,1,3,3384,1,1,6395,6589,7,1,,,,6589,7,1,,,,,,,,,
6590,39,1,1,1,,1,3,5990,1,1,7704,,,,1,1,6203,6590,175,1,6590,8,2,6590,175,1,6590,8,2,,,,,,
6590,40,1,1,1,,1,3,5990,,,,,,,1,3,6134,6590,175,1,6590,8,2,6590,175,1,6590,8,2,,,,,,
6590,41,1,1,1,,,,,1,3,4198,1,3,3553,1,3,5754,6590,10,1,,,,6590,10,1,,,,,,,,,
6590,45,1,1,1,1,,,,,,,,,,,,,6590,10,1,,,,6590,10,1,,,,6590,10,1,6590,41,
6590,46,1,1,1,1,,,,,,,,,,,,,6590,34,1,6590,170,3,6590,34,1,,,,6590,34,1,,,
6590,47,1,1,1,1,,,,,,,,,,,,,6590,31,1,,,,6590,31,1,,,,6590,31,1,,,
6591,36,1,1,1,,,,,,,,,,,,,,6591,175,1,6591,7,2,6591,175,1,,,,,,,,,
6591,38,1,1,1,1,,,,,,,,,,,,,6591,6,1,,,,6591,6,1,,,,6591,6,1,,,
6598,34,1,1,1,,1,1,7969,,,,,,,,,,6598,4,1,,,,6598,4,1,,,,,,,,,
6598,35,1,1,,,,,,,,,,,,,,,6598,173,1,,,,,,,,,,,,,,,
6598,36,1,1,1,,,,,,,,,,,,,,6598,4,1,,,,6598,4,1,,,,,,,,,
6598,37,1,1,,,,,,,,,,,,,,,6598,173,1,,,,,,,,,,,,,,,
6602,32,1,1,,,1,1,4158,1,1,6844,,,,1,1,5423,6602,8,1,6602,182,2,,,,,,,,,,,,
6602,34,1,1,,,1,3,4631,1,1,5487,,,,,,,6602,8,1,6602,182,2,,,,,,,,,,,,
6602,35,1,1,,,,,,,,,,,,,,,6602,177,1,,,,,,,,,,,,,,,
6602,36,1,1,1,,,,,,,,,,,,,,6602,179,1,,,,6602,179,1,,,,,,,,,
6602,40,1,1,1,1,,,,,,,,,,1,1,8295,6602,188,1,6602,7,2,6602,188,1,6602,7,2,6602,188,1,,,
6602,41,1,1,1,1,,,,,,,,,,1,3,6513,6602,9,1,,,,6602,9,1,6602,204,2,6602,9,1,,,
6602,181,1,1,1,,1,3,7060,1,1,6545,1,1,7856,,,,6602,179,1,,,,6602,179,1,,,,,,,,,
6602,192,1,1,1,,,,,1,3,6260,,,,,,,6602,188,1,6602,7,2,6602,188,1,6602,7,2,,,,,,
6602,194,1,1,1,,,,,1,1,943,1,1,4886,1,1,3134,6602,195,1,6602,3,2,6602,195,1,,,,,,,,,
6605,33,1,1,1,,1,3,6823,1,3,7305,1,2,7711,1,2,4446,6605,190,1,6605,11,2,6605,190,1,6605,11,2,,,,,,
6605,35,1,1,1,1,,,,,,,,,,1,3,6611,6605,190,1,6605,11,2,6605,190,1,6605,11,2,6605,190,1,,,
6605,36,1,1,,,,,,,,,,,,,,,6605,192,1,,,,,,,,,,,,,,,
6605,37,1,1,1,1,,,,,,,,,,,,,6605,12,1,,,,6605,12,1,,,,6605,12,1,,,
6605,38,1,1,1,1,,,,,,,,,,,,,6605,12,1,,,,6605,12,1,,,,6605,12,1,,,
6605,202,1,1,,,,,,,,,,,,,,,6605,203,1,6605,177,2,,,,,,,,,,,,
6607,180,1,1,1,1,,,,,,,1,3,237,1,3,2930,6607,8,1,,,,6607,8,1,,,,6607,8,1,,,
6615,33,1,1,1,,1,3,6162,1,1,3883,1,1,2765,1,1,4337,6615,4,1,6615,173,2,6615,4,1,6615,173,2,,,,,,
6615,36,1,1,1,1,,,,,,,,,,,,,6615,31,1,,,,6615,31,1,,,,6615,31,1,,,
6616,33,1,1,1,,1,3,5696,1,3,3666,1,3,2512,1,1,6543,6616,172,1,,,,6616,172,1,,,,,,,,,
6616,34,1,1,,,,,,,,,1,1,8115,1,1,8919,6616,7,1,,,,,,,,,,,,,,,
6616,35,1,1,1,,1,3,5696,1,3,3666,1,3,2512,1,3,5775,6616,172,1,,,,6616,172,1,,,,,,,,,
6616,36,1,1,,,,,,,,,,,,1,3,7115,6616,7,1,,,,,,,,,,,,,,,
6616,177,1,1,1,,1,3,3531,1,3,4795,,,,1,3,4021,6616,176,1,6616,6,2,6616,176,1,6616,6,2,,,,,,
6616,181,1,1,1,,1,3,3906,,,,1,3,7546,1,1,6866,6616,179,1,6616,5,2,6616,179,1,,,,,,,,,
6616,183,1,1,1,1,,,,,,,1,1,7938,1,1,4565,6616,179,1,6616,5,2,6616,179,1,,,,6616,179,1,,,
6624,34,1,1,1,,1,1,5456,1,1,7167,1,1,5830,1,1,6065,6624,3,1,6624,175,,6624,3,1,,,,,,,,,
6625,33,1,1,1,,1,1,6665,1,1,7335,1,1,7454,1,1,6361,6625,170,1,6625,21,2,6625,170,1,6625,21,2,,,,,,
6625,34,1,1,1,1,,,,,,,,,,1,3,8278,6625,7,1,6625,176,2,6625,7,1,6625,176,2,6625,7,1,6625,176,2
6625,35,1,1,1,1,,,,,,,,,,,,,6625,7,1,6625,176,2,6625,7,1,6625,176,2,6625,7,1,6625,176,2
6625,175,1,1,1,,,,,,,,,,,,,,6625,174,1,6625,30,2,6625,30,2,6625,174,1,,,,,,
6626,32,1,1,1,,1,3,6732,,,,,,,,,,6626,4,1,6626,171,2,6626,4,1,6626,171,2,,,,,,
6626,34,1,1,1,,,,,1,3,2312,1,3,3575,1,3,1512,6626,3,1,6626,173,2,6626,3,1,6626,173,2,,,,,,
6626,35,1,1,,,,,,1,3,2247,,,,1,3,672,6626,6,1,,,,,,,,,,,,,,,
6626,36,1,1,1,1,,,,,,,,,,,,,6626,4,1,6626,171,2,6626,4,1,6626,171,2,6626,4,1,6626,171,2
6626,37,1,1,1,1,,,,,,,,,,,,,6626,7,1,6626,180,2,6626,7,1,6626,180,2,6626,7,1,6626,180,2
6626,38,1,1,1,1,,,,,,,,,,,,,6626,8,1,6626,176,2,6626,8,1,6626,176,2,6626,8,1,,,
6626,39,1,1,,1,,,,,,,,,,,,,6626,6,1,,,,,,,,,,6626,6,1,,,
6633,36,1,1,1,,1,3,4892,1,3,7657,,,,1,3,7679,6633,4,1,,,,6633,4,1,,,,,,,,,
6633,37,1,1,1,,,,,,,,1,3,3192,1,3,7679,6633,4,1,,,,6633,4,1,,,,,,,,,
6635,42,1,1,1,,,,,1,3,7991,,,,1,1,792,6635,9,1,6635,179,2,6635,9,1,,,,,,,,,
6635,44,1,1,1,1,,,,,,,1,3,7679,1,3,718,6635,9,1,6635,179,2,6635,9,1,,,,6635,9,1,6635,40,
6635,50,1,1,1,1,,,,,,,,,,1,3,1855,6635,171,1,,,,6635,171,1,,,,6635,171,1,6635,187,2
6635,52,1,1,1,1,,,,,,,,,,,,,6635,176,1,6635,6,3,6635,176,1,6635,6,3,6635,176,1,,,
6635,53,1,1,1,1,,,,,,,,,,,,,6635,32,1,6635,184,2,6635,32,1,6635,5,3,6635,32,1,,,
6638,35,1,1,,,,,,,,,,,,,,,6638,4,3,6638,170,,,,,,,,,,,,,
6646,37,1,1,1,,1,3,6006,1,1,7750,1,1,8263,1,1,4731,6646,30,1,,,,6646,30,1,,,,,,,,,
6646,38,1,1,1,,,,,,,,,,,,,,6646,3,1,6646,33,,6646,3,1,6646,33,,,,,,,
6646,39,1,1,1,,1,3,6006,1,3,7489,,,,,,,6646,30,1,,,,6646,30,1,,,,,,,,,
6646,40,1,1,1,1,,,,,,,,,,,,,6646,33,1,6646,3,3,6646,33,1,6646,3,3,6646,33,1,,,
6646,179,1,1,1,,,,,,,,,,,,,,6646,4,,,,,6646,4,,,,,,,,,,
6649,34,1,1,1,1,,,,,,,,,,,,,6649,3,1,6649,30,,6649,3,1,,,,6649,3,1,6649,179,2
6649,35,1,1,1,1,,,,,,,,,,,,,6649,30,1,6649,3,3,6649,30,1,,,,6649,30,1,,,
6655,35,1,1,,,,,,1,1,1157,1,1,3922,1,1,3354,6655,1,1,,,,,,,,,,,,,,,
6655,36,1,1,1,,1,3,4591,1,1,1626,1,2,3421,1,1,4531,6655,3,1,,,,6655,3,1,,,,,,,,,
6655,37,1,1,1,,,,,1,1,2623,1,1,4217,1,1,5488,6655,3,1,,,,6655,3,1,,,,,,,,,
6655,38,1,1,1,1,,,,,,,,,,1,3,2449,6655,2,1,,,,6655,2,1,,,,6655,2,1,,,
6655,39,1,1,1,1,,,,,,,,,,,,,6655,2,1,,,,6655,2,1,,,,6655,2,1,,,
6657,31,1,1,1,,,,,,,,,,,,,,6657,5,1,6657,170,2,6657,5,1,6657,170,2,,,,,,
6657,32,1,1,1,,,,,,,,,,,,,,6657,5,1,6657,170,2,6657,5,1,6657,170,2,,,,,,
6657,33,1,1,1,1,,,,,,,,,,,,,6657,30,1,6657,175,2,6657,30,1,,,,6657,30,1,6657,906,
6660,31,1,1,1,1,,,,,,,1,3,6536,1,1,3801,6660,3,1,,,,6660,3,1,,,,6660,3,1,,,
6660,32,1,1,1,1,,,,,,,,,,1,3,2479,6660,3,1,,,,6660,3,1,,,,6660,3,1,,,
6664,31,1,1,1,,,,,,,,,,,,,,6664,174,3,,,,6664,172,1,,,,,,,,,
6664,32,1,1,1,1,,,,,,,,,,,,,6664,177,1,,,,6664,177,1,,,,6664,177,1,,,
6664,33,1,1,1,1,,,,,,,,,,,,,6664,177,1,,,,6664,177,1,,,,6664,177,1,,,
6664,173,1,1,1,,1,3,4439,,,,,,,1,1,5530,6664,174,3,,,,6664,172,1,,,,,,,,,
6674,32,1,1,,1,,,,,,,,,,,,,6674,174,1,6674,4,2,,,,,,,6674,4,2,,,
6674,175,1,1,,,,,,1,3,5291,1,3,8660,,,,6674,174,1,6674,4,2,,,,,,,,,,,,
6680,30,1,1,1,1,,,,,,,,,,1,3,3610,6680,4,1,6680,171,2,6680,4,1,6680,171,2,6680,4,1,,,
6682,33,1,1,1,,,,,,,,,,,,,,6682,174,1,6682,3,2,6682,174,1,6682,3,2,,,,,,
6682,175,1,1,,,,,,,,,,,,,,,6682,174,1,6682,3,,,,,,,,,,,,,
6684,33,1,1,,,,,,,,,1,2,7802,,,,6684,5,1,,,,,,,,,,,,,,,
